FCT_ORDER_ID,FCT_CLIENT_ID,FCT_DAILY_BUDGET,DIM_TENANT_NAME,DIM_CUSTOMER_NAME,DIM_PRODUCT_FAMILY,DIM_DEVICE,DIM_GEO_TYPE,DIM_COUNTRY_CODE,DIM_REVENUE_TYPE,DIM_BILLING_TYPE,DIM_INDUSTRY_SECTOR_CODE,DIM_F11_ID,DIM_SALESPERSON_NAME,DIM_SALESPERSON_DEPARTMENT,DIM_SALESPERSON_TEAM,DIM_PRODUCT_KEY,DIM_DAY
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-06-22
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-06-23
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-06-24
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-06-25
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-06-26
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-06-27
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-06-28
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-06-29
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-06-30
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-07-01
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-07-02
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-07-03
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-07-04
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-07-05
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-07-06
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-07-07
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-07-08
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-07-09
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-07-10
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-07-11
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-07-12
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-07-13
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-07-14
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-07-15
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-07-16
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-07-17
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-07-18
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-07-19
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-07-20
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-07-21
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-07-22
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-07-23
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-07-24
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-07-25
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-07-26
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-07-27
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-07-28
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-07-29
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-07-30
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-07-31
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-08-01
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-08-02
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-08-03
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-08-04
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-08-05
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-08-06
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-08-07
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-08-08
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-08-09
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-08-10
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-08-11
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-08-12
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-08-13
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-08-14
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-08-15
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-08-16
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-08-17
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-08-18
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-08-19
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-08-20
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-08-21
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-08-22
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-08-23
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-08-24
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-08-25
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-08-26
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-08-27
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-08-28
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-08-29
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-08-30
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-08-31
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-09-01
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-09-02
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-09-03
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-09-04
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-09-05
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-09-06
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-09-07
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-09-08
10000,1000,420.32,Global Media Partners,Audi,Video Campaign,Mobile,NATIONAL,UK,DIRECT,Traffic,HEALTHCARE,VIDE-UK-10000,Anna Mueller,Sales DACH,Team Beta,VIDE-UK,2025-09-09
10001,1001,24.49,MediaConnect AG,Volkswagen,Video Campaign,Tablet,LOCAL,FR,AGENCY,CPC,FINANCE,VIDE-FR-10001,UNKNOWN,Global Accounts,Team Beta,VIDE-FR,2025-05-01
10001,1001,24.49,MediaConnect AG,Volkswagen,Video Campaign,Tablet,LOCAL,FR,AGENCY,CPC,FINANCE,VIDE-FR-10001,UNKNOWN,Global Accounts,Team Beta,VIDE-FR,2025-05-02
10001,1001,24.49,MediaConnect AG,Volkswagen,Video Campaign,Tablet,LOCAL,FR,AGENCY,CPC,FINANCE,VIDE-FR-10001,UNKNOWN,Global Accounts,Team Beta,VIDE-FR,2025-05-03
10001,1001,24.49,MediaConnect AG,Volkswagen,Video Campaign,Tablet,LOCAL,FR,AGENCY,CPC,FINANCE,VIDE-FR-10001,UNKNOWN,Global Accounts,Team Beta,VIDE-FR,2025-05-04
10001,1001,24.49,MediaConnect AG,Volkswagen,Video Campaign,Tablet,LOCAL,FR,AGENCY,CPC,FINANCE,VIDE-FR-10001,UNKNOWN,Global Accounts,Team Beta,VIDE-FR,2025-05-05
10001,1001,24.49,MediaConnect AG,Volkswagen,Video Campaign,Tablet,LOCAL,FR,AGENCY,CPC,FINANCE,VIDE-FR-10001,UNKNOWN,Global Accounts,Team Beta,VIDE-FR,2025-05-06
10001,1001,24.49,MediaConnect AG,Volkswagen,Video Campaign,Tablet,LOCAL,FR,AGENCY,CPC,FINANCE,VIDE-FR-10001,UNKNOWN,Global Accounts,Team Beta,VIDE-FR,2025-05-07
10001,1001,24.49,MediaConnect AG,Volkswagen,Video Campaign,Tablet,LOCAL,FR,AGENCY,CPC,FINANCE,VIDE-FR-10001,UNKNOWN,Global Accounts,Team Beta,VIDE-FR,2025-05-08
10001,1001,24.49,MediaConnect AG,Volkswagen,Video Campaign,Tablet,LOCAL,FR,AGENCY,CPC,FINANCE,VIDE-FR-10001,UNKNOWN,Global Accounts,Team Beta,VIDE-FR,2025-05-09
10001,1001,24.49,MediaConnect AG,Volkswagen,Video Campaign,Tablet,LOCAL,FR,AGENCY,CPC,FINANCE,VIDE-FR-10001,UNKNOWN,Global Accounts,Team Beta,VIDE-FR,2025-05-10
10001,1001,24.49,MediaConnect AG,Volkswagen,Video Campaign,Tablet,LOCAL,FR,AGENCY,CPC,FINANCE,VIDE-FR-10001,UNKNOWN,Global Accounts,Team Beta,VIDE-FR,2025-05-11
10001,1001,24.49,MediaConnect AG,Volkswagen,Video Campaign,Tablet,LOCAL,FR,AGENCY,CPC,FINANCE,VIDE-FR-10001,UNKNOWN,Global Accounts,Team Beta,VIDE-FR,2025-05-12
10001,1001,24.49,MediaConnect AG,Volkswagen,Video Campaign,Tablet,LOCAL,FR,AGENCY,CPC,FINANCE,VIDE-FR-10001,UNKNOWN,Global Accounts,Team Beta,VIDE-FR,2025-05-13
10001,1001,24.49,MediaConnect AG,Volkswagen,Video Campaign,Tablet,LOCAL,FR,AGENCY,CPC,FINANCE,VIDE-FR-10001,UNKNOWN,Global Accounts,Team Beta,VIDE-FR,2025-05-14
10001,1001,24.49,MediaConnect AG,Volkswagen,Video Campaign,Tablet,LOCAL,FR,AGENCY,CPC,FINANCE,VIDE-FR-10001,UNKNOWN,Global Accounts,Team Beta,VIDE-FR,2025-05-15
10001,1001,24.49,MediaConnect AG,Volkswagen,Video Campaign,Tablet,LOCAL,FR,AGENCY,CPC,FINANCE,VIDE-FR-10001,UNKNOWN,Global Accounts,Team Beta,VIDE-FR,2025-05-16
10001,1001,24.49,MediaConnect AG,Volkswagen,Video Campaign,Tablet,LOCAL,FR,AGENCY,CPC,FINANCE,VIDE-FR-10001,UNKNOWN,Global Accounts,Team Beta,VIDE-FR,2025-05-17
10001,1001,24.49,MediaConnect AG,Volkswagen,Video Campaign,Tablet,LOCAL,FR,AGENCY,CPC,FINANCE,VIDE-FR-10001,UNKNOWN,Global Accounts,Team Beta,VIDE-FR,2025-05-18
10001,1001,24.49,MediaConnect AG,Volkswagen,Video Campaign,Tablet,LOCAL,FR,AGENCY,CPC,FINANCE,VIDE-FR-10001,UNKNOWN,Global Accounts,Team Beta,VIDE-FR,2025-05-19
10001,1001,24.49,MediaConnect AG,Volkswagen,Video Campaign,Tablet,LOCAL,FR,AGENCY,CPC,FINANCE,VIDE-FR-10001,UNKNOWN,Global Accounts,Team Beta,VIDE-FR,2025-05-20
10001,1001,24.49,MediaConnect AG,Volkswagen,Video Campaign,Tablet,LOCAL,FR,AGENCY,CPC,FINANCE,VIDE-FR-10001,UNKNOWN,Global Accounts,Team Beta,VIDE-FR,2025-05-21
10001,1001,24.49,MediaConnect AG,Volkswagen,Video Campaign,Tablet,LOCAL,FR,AGENCY,CPC,FINANCE,VIDE-FR-10001,UNKNOWN,Global Accounts,Team Beta,VIDE-FR,2025-05-22
10001,1001,24.49,MediaConnect AG,Volkswagen,Video Campaign,Tablet,LOCAL,FR,AGENCY,CPC,FINANCE,VIDE-FR-10001,UNKNOWN,Global Accounts,Team Beta,VIDE-FR,2025-05-23
10001,1001,24.49,MediaConnect AG,Volkswagen,Video Campaign,Tablet,LOCAL,FR,AGENCY,CPC,FINANCE,VIDE-FR-10001,UNKNOWN,Global Accounts,Team Beta,VIDE-FR,2025-05-24
10001,1001,24.49,MediaConnect AG,Volkswagen,Video Campaign,Tablet,LOCAL,FR,AGENCY,CPC,FINANCE,VIDE-FR-10001,UNKNOWN,Global Accounts,Team Beta,VIDE-FR,2025-05-25
10001,1001,24.49,MediaConnect AG,Volkswagen,Video Campaign,Tablet,LOCAL,FR,AGENCY,CPC,FINANCE,VIDE-FR-10001,UNKNOWN,Global Accounts,Team Beta,VIDE-FR,2025-05-26
10001,1001,24.49,MediaConnect AG,Volkswagen,Video Campaign,Tablet,LOCAL,FR,AGENCY,CPC,FINANCE,VIDE-FR-10001,UNKNOWN,Global Accounts,Team Beta,VIDE-FR,2025-05-27
10001,1001,24.49,MediaConnect AG,Volkswagen,Video Campaign,Tablet,LOCAL,FR,AGENCY,CPC,FINANCE,VIDE-FR-10001,UNKNOWN,Global Accounts,Team Beta,VIDE-FR,2025-05-28
10001,1001,24.49,MediaConnect AG,Volkswagen,Video Campaign,Tablet,LOCAL,FR,AGENCY,CPC,FINANCE,VIDE-FR-10001,UNKNOWN,Global Accounts,Team Beta,VIDE-FR,2025-05-29
10001,1001,24.49,MediaConnect AG,Volkswagen,Video Campaign,Tablet,LOCAL,FR,AGENCY,CPC,FINANCE,VIDE-FR-10001,UNKNOWN,Global Accounts,Team Beta,VIDE-FR,2025-05-30
10001,1001,24.49,MediaConnect AG,Volkswagen,Video Campaign,Tablet,LOCAL,FR,AGENCY,CPC,FINANCE,VIDE-FR-10001,UNKNOWN,Global Accounts,Team Beta,VIDE-FR,2025-05-31
