profile_id,reported_date,product_group,gross_bookings_usd
2945643531332998,2018-03-10,Yearly Monthly Billing,14.99
2945643531332998,2018-04-10,Yearly Monthly Billing,14.99
2945643531332998,2018-05-10,Yearly Monthly Billing,14.99
2945643531332998,2018-06-10,Yearly Monthly Billing,14.99
9087022446052078,2017-11-08,Yearly Monthly Billing,9.99
6217227443474136,2017-06-24,Yearly,109.0818182
7641287146966373,2017-07-02,Yearly,119.9989746
1373671254281575,2017-08-07,Monthly,19.99
1373671254281575,2017-09-07,Monthly,19.99
1373671254281575,2017-10-07,Monthly,19.99
1373671254281575,2017-11-07,Monthly,19.99
1373671254281575,2017-12-07,Monthly,19.99
1373671254281575,2018-01-07,Monthly,19.99
1373671254281575,2018-03-07,Monthly,19.99
1373671254281575,2018-04-07,Monthly,19.99
1373671254281575,2018-05-07,Monthly,19.99
1373671254281575,2018-06-07,Monthly,19.99
1373671254281575,2018-07-07,Monthly,19.99
1373671254281575,2018-08-07,Monthly,19.99
1373671254281575,2018-09-28,Monthly,19.99
1373671254281575,2018-11-02,Monthly,19.99
1373671254281575,2018-11-11,Monthly,19.99
1373671254281575,2018-12-28,Monthly,19.99
1373671254281575,2019-01-28,Monthly,19.99
1373671254281575,2019-02-28,Monthly,19.99
4976599054967758,2017-04-13,Weekly,7.5
4976599054967758,2017-04-20,Weekly,7.5
4976599054967758,2017-04-27,Weekly,7.5
3.56591E+15,2017-11-23,Yearly,179.9970588
3.56591E+15,2018-11-23,Yearly,179.9970588
8783662331099162,2017-09-17,Yearly Monthly Billing,9.99
8783662331099162,2017-10-21,Yearly Monthly Billing,9.99
8783662331099162,2017-11-17,Yearly Monthly Billing,9.99
4117048948183061,2017-06-11,Yearly,119.9982353
1165839337715178,2017-08-12,Yearly,116.3555921
7442270345435312,2017-06-19,Yearly,179.99
7442270345435312,2020-08-09,Yearly,89.99
7442270345435312,2021-08-09,Yearly,179.99
9667934925372074,2017-10-27,Yearly,119.9977548
9667934925372074,2018-10-27,Yearly,119.9977548
4613738625930765,2017-09-24,Yearly,120.6742448
3264408140762106,2017-10-19,Yearly,118.6822503
288907764360437,2017-12-14,Yearly Monthly Billing,9.99
288907764360437,2018-01-27,Yearly Monthly Billing,9.99
8536107060685867,2017-12-04,Yearly Monthly Billing,14.99
8536107060685867,2018-01-04,Yearly Monthly Billing,14.99
8536107060685867,2018-03-04,Yearly Monthly Billing,14.99
8536107060685867,2018-04-04,Yearly Monthly Billing,14.99
8536107060685867,2018-05-04,Yearly Monthly Billing,14.99
8536107060685867,2018-06-04,Yearly Monthly Billing,14.99
8536107060685867,2018-07-04,Yearly Monthly Billing,14.99
8536107060685867,2021-11-27,Yearly,179.99
9.91708E+15,2017-12-19,Yearly,119.9980261
9.91708E+15,2018-12-19,Yearly,119.9980261
9.91708E+15,2019-12-19,Yearly,119.9980261
9.91708E+15,2021-01-29,Yearly,119.9980261
3136462386281041,2017-03-17,Weekly,5.079573
3136462386281041,2017-03-24,Weekly,5.079573
3136462386281041,2017-03-31,Weekly,5.079573
3136462386281041,2017-04-07,Weekly,5.084615571
3136462386281041,2017-04-14,Weekly,5.084615571
3136462386281041,2017-04-21,Weekly,5.084615571
3136462386281041,2017-04-28,Weekly,5.084615571
3136462386281041,2017-05-05,Weekly,5.204751429
3136462386281041,2017-05-12,Weekly,5.204751429
3136462386281041,2017-05-19,Weekly,5.204751429
3136462386281041,2017-05-26,Weekly,5.204751429
3136462386281041,2017-06-02,Weekly,5.423013
3136462386281041,2017-06-09,Weekly,5.423013
3136462386281041,2017-06-16,Weekly,5.423013
3136462386281041,2017-06-23,Weekly,5.423013
3136462386281041,2017-06-30,Weekly,5.423013
3136462386281041,2017-07-07,Weekly,5.402025
3136462386281041,2017-07-14,Weekly,5.402025
3136462386281041,2017-07-21,Weekly,5.402025
3136462386281041,2017-07-28,Weekly,5.402025
3136462386281041,2017-08-04,Weekly,5.309078143
3136462386281041,2017-08-11,Weekly,5.309078143
3136462386281041,2017-08-18,Weekly,5.309078143
3136462386281041,2017-08-25,Weekly,5.309078143
3136462386281041,2017-09-01,Weekly,5.309078143
3136462386281041,2017-09-08,Weekly,5.215858714
3136462386281041,2017-09-15,Weekly,5.215858714
3136462386281041,2017-09-22,Weekly,5.215858714
3136462386281041,2017-09-29,Weekly,5.215858714
3136462386281041,2017-10-06,Weekly,5.168772
3136462386281041,2017-10-13,Weekly,5.168772
3136462386281041,2017-10-20,Weekly,5.168772
710460275073142,2017-01-31,Monthly,19.99
710460275073142,2017-02-28,Monthly,19.99
710460275073142,2017-03-28,Monthly,19.99
710460275073142,2017-04-28,Monthly,19.99
710460275073142,2017-05-28,Monthly,19.99
710460275073142,2017-06-28,Monthly,19.99
6135393997370558,2017-07-31,Yearly,117.8202635
633946575277292,2017-07-30,Monthly,19.99
633946575277292,2017-08-30,Monthly,19.99
633946575277292,2017-09-29,Monthly,19.99
722392502257368,2017-05-12,Monthly,18.17272727
722392502257368,2019-04-08,Yearly,163.6272727
6429363090169218,2017-11-06,Yearly,123.5030126
2167096843260455,2017-09-30,Yearly,120.2689348
1920989177126007,2017-11-25,Yearly,52.16521739
6543223192963775,2017-12-25,Yearly,121.5557891
470798909399959,2017-02-03,Yearly,109.0818182
919273901792468,2017-10-09,Yearly,119.9984069
3851925074152147,2017-03-17,Weekly,4.454520857
3282198530404026,2017-04-15,Yearly,108.5968971
6539793135173101,2017-05-12,Yearly,119.99
5.5877E+15,2017-04-11,Yearly,119.9987199
1623927863883899,2017-02-20,Weekly,5.192520857
1623927863883899,2017-02-27,Weekly,5.192520857
1623927863883899,2017-03-06,Weekly,5.367619714
1623927863883899,2017-03-13,Weekly,5.367619714
1623927863883899,2017-03-20,Weekly,5.367619714
1623927863883899,2017-03-27,Weekly,5.367619714
1623927863883899,2017-04-03,Weekly,5.352945
1623927863883899,2017-04-10,Weekly,5.352945
1623927863883899,2017-04-17,Weekly,5.352945
1623927863883899,2017-04-24,Weekly,5.352945
1623927863883899,2017-05-01,Weekly,5.380299
1623927863883899,2017-05-08,Weekly,5.380299
1623927863883899,2017-05-15,Weekly,5.380299
1623927863883899,2017-05-22,Weekly,5.380299
1623927863883899,2017-05-29,Weekly,5.380299
1623927863883899,2017-06-05,Weekly,5.441575286
9036688952113455,2017-12-01,Yearly Monthly Billing,9.99
9036688952113455,2018-01-02,Yearly Monthly Billing,9.99
7921935005319297,2017-06-05,Yearly,179.99
4683426688505553,2017-01-07,Yearly,119.9988971
4683426688505553,2018-01-07,Yearly,119.9988971
4683426688505553,2019-01-07,Yearly,119.9988971
8.74649E+15,2017-11-23,Yearly Monthly Billing,9.99
8.74649E+15,2017-12-23,Yearly Monthly Billing,9.99
8.74649E+15,2018-01-23,Yearly Monthly Billing,9.99
8.74649E+15,2018-03-23,Yearly Monthly Billing,9.99
8.74649E+15,2018-04-23,Yearly Monthly Billing,9.99
8.74649E+15,2018-05-23,Yearly Monthly Billing,9.99
8.74649E+15,2018-06-23,Yearly Monthly Billing,9.99
8.74649E+15,2018-07-23,Yearly Monthly Billing,9.99
8.74649E+15,2018-08-23,Yearly Monthly Billing,9.99
8.74649E+15,2018-09-23,Yearly Monthly Billing,9.99
8.74649E+15,2018-10-23,Yearly Monthly Billing,9.99
8.74649E+15,2018-11-23,Yearly Monthly Billing,9.99
8.74649E+15,2018-12-23,Yearly Monthly Billing,9.99
8.74649E+15,2019-01-23,Yearly Monthly Billing,9.99
8.74649E+15,2019-02-23,Yearly Monthly Billing,9.99
8.74649E+15,2019-03-23,Yearly Monthly Billing,9.99
8.74649E+15,2019-04-23,Yearly Monthly Billing,9.99
8.74649E+15,2019-05-23,Yearly Monthly Billing,9.99
8.74649E+15,2019-06-23,Yearly Monthly Billing,9.99
8.74649E+15,2019-07-23,Yearly Monthly Billing,9.99
8.74649E+15,2019-08-23,Yearly Monthly Billing,9.99
8.74649E+15,2019-09-23,Yearly Monthly Billing,9.99
8.74649E+15,2019-10-23,Yearly Monthly Billing,9.99
1949908524303527,2017-05-17,Yearly,119.9985911
5279254184663518,2017-07-16,Yearly,119.9987097
7062726042137621,2017-07-27,Yearly,119.9987024
9179852053731553,2017-11-22,Monthly,19.67033086
9179852053731553,2017-12-22,Monthly,19.90872986
6800316813796582,2017-10-09,Yearly,119.99
6926441836341458,2017-05-26,Yearly,113.4155479
9803866497098547,2017-05-15,Weekly,5.027351
9803866497098547,2017-05-22,Weekly,5.027351
9803866497098547,2017-05-29,Weekly,5.027351
9803866497098547,2017-06-05,Weekly,5.073313
9803866497098547,2017-06-12,Weekly,5.073313
5143590425118675,2017-10-03,Yearly Monthly Billing,9.99
5143590425118675,2017-11-03,Yearly Monthly Billing,9.99
5143590425118675,2017-12-03,Yearly Monthly Billing,9.99
1916828710874277,2017-03-02,Yearly,119.9977273
8330744823181592,2017-07-14,Monthly,19.99
8330744823181592,2017-08-14,Monthly,19.99
8330744823181592,2017-09-14,Monthly,19.99
3112552444912318,2017-11-16,Yearly,119.9985503
6111818911397953,2017-02-21,Yearly,106.3081403
5728785522451748,2017-10-05,Yearly,119.9970313
3149442467070319,2017-08-30,Yearly,126.32984
8286975439354563,2017-12-23,Yearly,125.5031985
1540973065456552,2017-12-19,Yearly Monthly Billing,9.99
1540973065456552,2018-01-22,Yearly Monthly Billing,9.99
1540973065456552,2018-08-09,Yearly Monthly Billing,9.99
1540973065456552,2018-09-09,Yearly Monthly Billing,9.99
1540973065456552,2018-10-09,Yearly Monthly Billing,9.99
1540973065456552,2018-11-09,Yearly Monthly Billing,9.99
1540973065456552,2018-12-09,Yearly Monthly Billing,9.99
1540973065456552,2019-01-09,Yearly Monthly Billing,9.99
1540973065456552,2019-02-09,Yearly Monthly Billing,9.99
1540973065456552,2019-03-09,Yearly Monthly Billing,9.99
1540973065456552,2019-04-09,Yearly Monthly Billing,9.99
1540973065456552,2019-05-09,Yearly Monthly Billing,9.99
1540973065456552,2019-06-09,Yearly Monthly Billing,9.99
2827416496536754,2017-11-19,Yearly,119.998884
31885765077430,2017-05-31,Yearly,119.9923077
8.52547E+15,2017-12-29,Yearly Monthly Billing,10.03616983
8.52547E+15,2018-02-28,Yearly Monthly Billing,10.235088
8.52547E+15,2018-03-28,Yearly Monthly Billing,10.045278
8.52547E+15,2018-05-02,Yearly Monthly Billing,9.66890475
8.52547E+15,2018-05-31,Yearly Monthly Billing,9.66890475
8.52547E+15,2018-06-29,Yearly Monthly Billing,9.70362
8.52547E+15,2018-08-03,Yearly Monthly Billing,9.61595775
8.52547E+15,2018-09-02,Yearly Monthly Billing,9.4453785
8.52547E+15,2018-09-28,Yearly Monthly Billing,9.4453785
8.52547E+15,2018-10-28,Yearly Monthly Billing,9.41116275
8.52547E+15,2018-11-28,Yearly Monthly Billing,9.5113125
8.52547E+15,2019-01-02,Yearly Monthly Billing,9.41216175
8.52547E+15,2019-02-01,Yearly Monthly Billing,9.30310425
3266118722236259,2017-06-10,Yearly,119.9977001
3266118722236259,2018-06-10,Yearly,119.9977001
3266118722236259,2019-06-10,Yearly,119.9977001
2428471932365864,2017-10-30,Yearly Monthly Billing,9.99
2428471932365864,2017-11-30,Yearly Monthly Billing,9.99
2428471932365864,2017-12-30,Yearly Monthly Billing,9.99
2428471932365864,2018-01-30,Yearly Monthly Billing,9.99
6.56196E+15,2017-11-06,Yearly,126.5391839
3059820270229199,2017-04-26,Monthly,18.53233143
3059820270229199,2017-05-26,Monthly,18.73132857
8402313896882677,2017-06-18,Monthly,19.18237123
8402313896882677,2018-06-18,Monthly,19.09864262
5625469825765899,2017-12-28,Yearly Monthly Billing,9.99
5625469825765899,2018-01-28,Yearly Monthly Billing,9.99
5625469825765899,2018-03-28,Yearly Monthly Billing,9.99
5625469825765899,2018-04-28,Yearly Monthly Billing,9.99
5625469825765899,2018-05-29,Yearly Monthly Billing,9.99
4309154938692253,2017-05-27,Weekly,4.762965714
854335787997764,2017-06-29,Yearly,119.99
8618402799033309,2017-12-07,Yearly,119.9985108
1935842688201813,2017-04-01,Yearly,112.2106483
9340719304016837,2017-03-19,Yearly,119.9991365
9340719304016837,2018-03-19,Yearly,119.9991365
9340719304016837,2019-03-19,Yearly,119.9991365
3.06531E+15,2017-02-04,Yearly,119.99
3.06531E+15,2019-02-04,Yearly,119.99
3.06531E+15,2020-02-04,Yearly,119.99
3.06531E+15,2021-10-30,Yearly,179.99
680131844708631,2017-11-16,Yearly Monthly Billing,9.99
680131844708631,2017-12-16,Yearly Monthly Billing,9.99
680131844708631,2018-01-16,Yearly Monthly Billing,9.99
680131844708631,2018-03-16,Yearly Monthly Billing,9.99
680131844708631,2018-04-16,Yearly Monthly Billing,9.99
680131844708631,2018-05-16,Yearly Monthly Billing,9.99
7265746362159413,2017-10-03,Yearly,119.9958556
703161257043723,2017-12-14,Yearly Monthly Billing,9.99
703161257043723,2018-06-30,Yearly Monthly Billing,9.99
703161257043723,2018-07-31,Yearly Monthly Billing,9.99
703161257043723,2018-08-31,Yearly Monthly Billing,9.99
703161257043723,2018-09-30,Yearly Monthly Billing,9.99
703161257043723,2018-10-31,Yearly Monthly Billing,9.99
703161257043723,2018-11-30,Yearly Monthly Billing,9.99
703161257043723,2018-12-31,Yearly Monthly Billing,9.99
703161257043723,2019-01-31,Yearly Monthly Billing,9.99
703161257043723,2019-02-28,Yearly Monthly Billing,9.99
703161257043723,2019-03-31,Yearly Monthly Billing,9.99
703161257043723,2019-04-30,Yearly Monthly Billing,9.99
703161257043723,2019-05-31,Yearly Monthly Billing,9.99
703161257043723,2019-06-30,Yearly Monthly Billing,9.99
9394297856850361,2017-05-20,Yearly,198
2195801616114559,2017-10-16,Yearly,119.9983093
4124275430600053,2017-07-26,Yearly,109.0818182
8960869096194795,2017-06-11,Yearly,119.99
9120576182571327,2017-11-14,Yearly,119.0939841
9120576182571327,2018-11-14,Yearly,114.2336786
6213629170534754,2017-11-09,Yearly Monthly Billing,9.91599075
6213629170534754,2017-12-09,Yearly Monthly Billing,10.03616983
6213629170534754,2018-01-09,Yearly Monthly Billing,10.03617038
6213629170534754,2018-03-09,Yearly Monthly Billing,10.045278
6213629170534754,2018-04-09,Yearly Monthly Billing,9.7370865
6213629170534754,2018-05-09,Yearly Monthly Billing,9.66890475
6213629170534754,2018-06-09,Yearly Monthly Billing,9.70362
6213629170534754,2018-07-09,Yearly Monthly Billing,9.64343025
6213629170534754,2018-08-09,Yearly Monthly Billing,9.61595775
6213629170534754,2018-09-09,Yearly Monthly Billing,9.4453785
6213629170534754,2018-10-09,Yearly Monthly Billing,9.41116275
6213629170534754,2018-11-09,Yearly Monthly Billing,9.5113125
6213629170534754,2018-12-09,Yearly Monthly Billing,9.479511
6213629170534754,2019-01-09,Yearly Monthly Billing,9.41216175
6213629170534754,2019-02-11,Yearly Monthly Billing,9.30310425
6213629170534754,2019-03-11,Yearly Monthly Billing,9.26031375
6213629170534754,2019-04-09,Yearly Monthly Billing,9.28712025
6213629170534754,2019-05-09,Yearly Monthly Billing,9.4237335
6213629170534754,2019-06-09,Yearly Monthly Billing,9.3155085
6213629170534754,2019-07-09,Yearly Monthly Billing,9.110547
6213629170534754,2019-08-09,Yearly Monthly Billing,9.04253175
6213629170534754,2019-09-09,Yearly Monthly Billing,9.21752325
6213629170534754,2019-10-09,Yearly Monthly Billing,9.14259825
6213629170534754,2019-11-09,Yearly Monthly Billing,9.1949625
6213629170534754,2019-12-09,Yearly Monthly Billing,9.1520055
6213629170534754,2020-01-09,Yearly Monthly Billing,9.2329245
6213629170534754,2020-02-09,Yearly Monthly Billing,9.18605475
6213629170534754,2020-03-09,Yearly Monthly Billing,9.01672425
6213629170534754,2020-04-09,Yearly Monthly Billing,8.713167874
6213629170534754,2020-05-09,Yearly Monthly Billing,8.850510709
6213629170534754,2020-06-09,Yearly Monthly Billing,9.200003386
6213629170534754,2020-07-09,Yearly Monthly Billing,9.336323622
6213629170534754,2020-08-09,Yearly Monthly Billing,9.150132047
6213629170534754,2020-09-09,Yearly Monthly Billing,9.275361024
6213629170534754,2020-10-09,Yearly Monthly Billing,9.402556535
9164717721166629,2017-10-27,Yearly Monthly Billing,9.844479
9164717721166629,2017-11-27,Yearly Monthly Billing,9.91599075
9164717721166629,2017-12-27,Yearly Monthly Billing,10.03616983
9164717721166629,2018-01-27,Yearly Monthly Billing,10.03617038
9073901684451541,2017-08-13,Yearly,119.99
5475043417043906,2017-07-11,Yearly,105.8708463
9542376019014044,2017-03-26,Yearly,119.99
9469082654528602,2017-12-09,Yearly,119.9988127
9469082654528602,2018-09-20,Monthly,19.99515571
9469082654528602,2018-10-20,Monthly,19.99515571
9533045886967587,2017-07-05,Yearly,118.802099
345114919585279,2017-03-08,Monthly,20.72246686
345114919585279,2017-04-08,Monthly,20.93928
345114919585279,2017-05-08,Monthly,20.93348286
345114919585279,2017-06-08,Monthly,21.310587
345114919585279,2017-07-08,Monthly,21.30421014
345114919585279,2017-11-01,Yearly,119.99
2495995387028278,2017-12-30,Yearly Monthly Billing,9.99
2495995387028278,2018-01-30,Yearly Monthly Billing,9.99
2495995387028278,2018-03-28,Yearly Monthly Billing,9.99
2495995387028278,2018-04-28,Yearly Monthly Billing,9.99
2495995387028278,2018-05-28,Yearly Monthly Billing,9.99
2495995387028278,2018-06-28,Yearly Monthly Billing,9.99
2495995387028278,2018-07-28,Yearly Monthly Billing,9.99
2495995387028278,2018-08-28,Yearly Monthly Billing,9.99
2495995387028278,2018-09-28,Yearly Monthly Billing,9.99
2495995387028278,2018-10-28,Yearly Monthly Billing,9.99
2495995387028278,2018-11-28,Yearly Monthly Billing,9.99
7105580565065884,2017-03-04,Yearly,104.6936748
3861579250968349,2017-04-15,Weekly,5.104525571
3861579250968349,2017-04-22,Weekly,5.104525571
8877679572695497,2017-11-15,Yearly,119.9978431
868693666947658,2017-08-14,Yearly,119.99
4939945222550674,2017-08-27,Monthly,19.99
8377632640388583,2017-03-03,Monthly,20
9.69672E+15,2017-04-24,Yearly,119.9989216
9.69672E+15,2018-05-10,Yearly,119.9968876
7.99306E+15,2017-07-25,Yearly,119.9980901
7.99306E+15,2018-07-25,Yearly,119.9980901
9843772798713198,2017-06-28,Yearly,119.9989672
9175476164217782,2017-11-07,Yearly Monthly Billing,9.99
9175476164217782,2019-10-13,Monthly,19.99
9175476164217782,2019-11-13,Monthly,19.99
9175476164217782,2019-12-13,Monthly,19.99
9175476164217782,2020-01-13,Monthly,19.99
9175476164217782,2021-02-22,Monthly,29.99
9175476164217782,2021-03-22,Monthly,29.99
9175476164217782,2021-04-22,Monthly,29.99
178086519701552,2017-12-01,Yearly,119.9985826
178086519701552,2018-12-01,Yearly,119.9985826
178086519701552,2019-12-01,Yearly,119.9985826
178086519701552,2020-12-01,Yearly,119.9985826
178086519701552,2021-12-01,Yearly,119.9985826
7746878439060049,2017-12-06,Yearly,119.9989576
107753505229904,2017-10-28,Yearly Monthly Billing,9.99
107753505229904,2017-11-29,Yearly Monthly Billing,9.99
107753505229904,2017-12-29,Yearly Monthly Billing,9.99
107753505229904,2018-01-28,Yearly Monthly Billing,9.99
107753505229904,2018-03-28,Yearly Monthly Billing,9.99
107753505229904,2018-04-28,Yearly Monthly Billing,9.99
107753505229904,2018-05-28,Yearly Monthly Billing,9.99
107753505229904,2018-06-28,Yearly Monthly Billing,9.99
107753505229904,2018-07-28,Yearly Monthly Billing,9.99
107753505229904,2018-08-28,Yearly Monthly Billing,9.99
107753505229904,2018-09-28,Yearly Monthly Billing,9.99
107753505229904,2018-10-28,Yearly Monthly Billing,9.99
107753505229904,2018-11-28,Yearly Monthly Billing,9.99
107753505229904,2018-12-28,Yearly Monthly Billing,9.99
107753505229904,2019-01-28,Yearly Monthly Billing,9.99
107753505229904,2019-02-28,Yearly Monthly Billing,9.99
107753505229904,2019-03-28,Yearly Monthly Billing,9.99
107753505229904,2019-04-28,Yearly Monthly Billing,9.99
107753505229904,2019-05-28,Yearly Monthly Billing,9.99
107753505229904,2019-06-28,Yearly Monthly Billing,9.99
107753505229904,2019-07-28,Yearly Monthly Billing,9.99
9.89425E+15,2017-09-26,Yearly,123.390918
9.89425E+15,2018-09-26,Yearly,114.1909655
8174367736820663,2017-08-20,Yearly,117.3182379
8553819241245219,2017-05-25,Yearly,119.99
6558023546477886,2017-03-26,Weekly,5.5
6558023546477886,2017-04-02,Weekly,5.5
6558023546477886,2017-04-09,Weekly,5.5
6558023546477886,2017-04-16,Weekly,5.5
6558023546477886,2017-04-23,Weekly,5.5
6558023546477886,2017-04-30,Weekly,5.5
6558023546477886,2017-05-07,Weekly,5.5
6558023546477886,2017-05-14,Weekly,5.5
6558023546477886,2017-05-21,Weekly,5.5
6558023546477886,2017-05-28,Weekly,5.5
6558023546477886,2017-06-04,Weekly,5.5
6558023546477886,2017-06-11,Weekly,5.5
6558023546477886,2017-06-18,Weekly,5.5
6558023546477886,2017-06-25,Weekly,5.5
6558023546477886,2017-07-02,Weekly,5.5
6558023546477886,2017-07-09,Weekly,5.5
6586390397508342,2017-11-10,Monthly,19.99
6586390397508342,2017-12-10,Monthly,19.99
6586390397508342,2018-01-10,Monthly,19.99
6586390397508342,2018-03-10,Monthly,19.99
6586390397508342,2018-04-10,Monthly,19.99
6586390397508342,2018-04-10,Monthly,19.99
6586390397508342,2018-04-10,Monthly,19.99
6586390397508342,2018-04-10,Monthly,19.99
5.78323E+15,2017-03-02,Yearly,119.9977273
4522861671544733,2017-09-13,Yearly,122.2
9941289240494303,2017-11-16,Yearly,119.9985503
811157565280209,2017-10-31,Yearly,119.2357771
2744153463407365,2017-07-09,Yearly,128.0213268
5949701933685757,2017-05-24,Yearly,119.9986755
6981433823947483,2017-09-29,Yearly,106.969819
710697528630304,2017-07-03,Yearly,119.9988108
57060081435726,2017-12-11,Yearly,127.8913075
2473218725629985,2017-08-01,Monthly,20.1060276
2473218725629985,2017-09-01,Monthly,20.1060276
423088483477479,2017-01-10,Yearly,91.69672112
3.4882E+15,2017-08-02,Yearly,119.9982571
3.4882E+15,2018-08-02,Yearly,119.9982571
7135340688840648,2017-06-10,Monthly,19.46895104
7135340688840648,2017-07-10,Monthly,18.64237132
7135340688840648,2017-08-10,Monthly,18.69556446
7135340688840648,2017-09-10,Monthly,17.81057658
7958420079936071,2017-11-25,Yearly,60.515
8340597698550655,2017-01-20,Yearly,119.9967421
8340597698550655,2018-01-20,Yearly,119.9967421
8340597698550655,2019-01-20,Yearly,119.9967421
8342809595299023,2017-03-24,Yearly,119.9992197
8305925473046419,2017-07-06,Yearly,119.9992933
8305925473046419,2018-07-06,Yearly,119.9992933
8305925473046419,2019-07-06,Yearly,119.9992933
8385592777232775,2017-12-18,Yearly Monthly Billing,15.05927786
8385592777232775,2018-01-18,Yearly Monthly Billing,15.05927868
8385592777232775,2018-03-18,Yearly Monthly Billing,15.07294467
8385592777232775,2018-04-18,Yearly Monthly Billing,14.61050317
8385592777232775,2018-05-18,Yearly Monthly Billing,14.50819642
8385592777232775,2018-06-18,Yearly Monthly Billing,14.56028667
8385592777232775,2018-07-18,Yearly Monthly Billing,14.46997192
8385592777232775,2018-08-18,Yearly Monthly Billing,14.42874942
8385592777232775,2018-09-18,Yearly Monthly Billing,14.17279517
5855322612132508,2017-05-27,Yearly,97.72422127
5855322612132508,2018-05-27,Yearly,99.14074414
5855322612132508,2019-05-27,Yearly,95.23700041
5855322612132508,2020-05-27,Yearly,92.76790138
6445703227114127,2017-06-09,Monthly,19.99
6445703227114127,2017-07-09,Monthly,19.99
1668952552159548,2017-11-20,Yearly,119.998884
1668952552159548,2018-11-20,Yearly,119.998884
1668952552159548,2019-11-20,Yearly,119.998884
6552082114281507,2017-11-12,Yearly,109.5666624
6552082114281507,2018-11-12,Yearly,103.5906557
9797464869009914,2017-09-05,Yearly Monthly Billing,9.99
9797464869009914,2017-10-05,Yearly Monthly Billing,9.99
9797464869009914,2017-11-05,Yearly Monthly Billing,9.99
9797464869009914,2017-12-05,Yearly Monthly Billing,9.99
9797464869009914,2018-01-05,Yearly Monthly Billing,9.99
9797464869009914,2018-03-05,Yearly Monthly Billing,9.99
9797464869009914,2018-04-05,Yearly Monthly Billing,9.99
9797464869009914,2018-05-05,Yearly Monthly Billing,9.99
9797464869009914,2018-06-05,Yearly Monthly Billing,9.99
